device_id,device_serial_number,reading,time
12,519043062-6,70,14:13:37.000
25,863008114-7,69,14:21:35.000
85,766907227-X,124,14:05:53.000
22,317994184-7,118,14:06:15.000
18,755852259-5,120,14:44:55.000
82,979286417-2,11,13:21:42.000
61,490636429-2,33,13:47:50.000
90,411169761-5,49,14:21:33.000
20,694194819-1,143,14:10:40.000
73,260431544-0,65,13:02:16.000
56,541641115-5,133,14:21:37.000
69,327701679-X,114,13:49:25.000
20,480993950-2,96,13:01:04.000
97,974388253-7,113,14:30:39.000
2,211329784-1,173,14:50:32.000
32,754962356-2,155,13:13:19.000
58,971329887-X,157,13:18:55.000
53,136675974-5,53,13:56:57.000
58,530792166-7,190,14:57:36.000
5,656228165-2,178,13:22:59.000
89,936680126-9,143,13:07:10.000
52,159024527-X,192,13:54:44.000
41,679965433-2,31,13:31:35.000
72,022735858-9,119,13:26:31.000
16,237969932-1,9,14:50:55.000
11,743208316-9,131,13:35:56.000
59,146909847-4,94,13:27:57.000
55,665197718-0,130,13:50:41.000
12,476433066-0,119,14:02:14.000
28,712301582-7,190,13:43:52.000
68,309669714-0,182,13:07:11.000
64,097578332-7,84,13:35:43.000
61,159990595-7,31,13:48:34.000
100,317749355-3,83,14:24:47.000
14,355218456-2,150,14:56:05.000
15,391584417-9,4,14:25:28.000
41,658422811-8,90,14:34:37.000
21,294644154-7,183,14:34:27.000
10,370626204-5,124,14:46:28.000
6,652524362-9,74,14:00:10.000
2,788804652-5,31,13:01:10.000
39,286050202-5,101,13:43:46.000
20,097035527-0,50,14:23:11.000
52,518229492-1,108,13:11:20.000
8,199727784-0,184,13:07:53.000
41,399241831-6,100,13:09:43.000
7,886202093-7,190,14:32:41.000
100,556731477-9,147,14:38:01.000
96,376215092-3,86,14:49:49.000
46,909221886-3,140,14:40:39.000
64,090987012-8,29,14:58:54.000
46,893871870-0,65,13:33:19.000
58,215471195-2,49,13:53:16.000
42,285480689-1,92,14:09:17.000
24,888136278-3,57,13:03:01.000
43,844723543-2,96,14:06:16.000
57,854744165-4,104,13:16:51.000
38,680999227-8,96,14:45:14.000
92,617068811-4,193,14:25:46.000
19,118241130-4,35,14:56:59.000
99,016554686-7,128,14:16:54.000
10,174492590-9,100,14:18:10.000
81,818322186-6,65,13:49:36.000
51,177785352-4,72,13:02:32.000
86,996305539-7,89,13:18:49.000
47,518144104-1,155,13:05:00.000
89,747149547-2,148,13:22:58.000
70,474110501-6,19,14:46:03.000
5,308311442-7,118,13:48:43.000
21,316359688-6,182,13:09:31.000
84,694246616-6,19,13:24:05.000
94,636888793-1,113,14:26:42.000
78,091969542-6,93,14:06:26.000
35,992090546-1,101,14:27:36.000
14,010278707-7,128,14:31:19.000
58,105939408-1,194,14:36:01.000
69,309445077-6,156,13:08:21.000
30,035132763-0,68,14:13:50.000
27,552283611-3,25,14:51:36.000
74,788753721-5,93,14:05:12.000
22,283253814-2,32,14:54:44.000
16,217139159-6,40,13:42:32.000
7,167863947-8,77,14:34:45.000
99,736093445-1,60,14:48:10.000
59,830532885-6,195,14:23:58.000
93,981216890-7,112,13:44:49.000
98,118385844-2,126,14:33:04.000
5,247268419-3,140,14:14:06.000
76,225050130-0,58,13:12:54.000
40,943728696-5,10,14:42:02.000
92,407380432-4,55,14:35:13.000
85,801484012-7,94,13:35:45.000
71,960703772-3,76,13:28:26.000
30,001397158-1,76,13:40:06.000
13,308839804-0,150,14:04:11.000
19,102613869-8,145,13:55:23.000
5,995028195-4,24,13:39:55.000
10,010270990-4,112,13:35:51.000
97,958523483-1,74,14:04:03.000
41,902295280-0,142,14:51:57.000
79,183259078-X,63,14:53:58.000
64,567502502-2,81,13:54:40.000
34,400621837-0,85,14:03:16.000
3,996678395-4,66,13:02:03.000
10,236380538-0,64,13:41:48.000
72,445061660-X,156,13:55:51.000
41,629715215-2,110,13:00:14.000
79,365579473-8,24,14:15:37.000
10,258553766-8,90,14:35:33.000
24,227143340-1,109,13:55:18.000
18,665449314-1,19,13:59:59.000
59,018470862-1,107,14:24:26.000
99,157425507-X,64,13:13:08.000
41,187146248-7,87,13:15:04.000
21,151335222-9,178,14:42:37.000
62,613892676-5,66,14:28:47.000
34,637562099-6,113,13:17:20.000
46,681080175-8,101,14:00:33.000
76,277410427-0,164,13:01:41.000
48,974751260-2,76,13:17:46.000
55,415165099-7,167,13:22:33.000
23,069519649-9,139,14:02:27.000
73,565289032-0,12,13:20:46.000
36,652400012-9,97,13:10:35.000
47,881933603-0,185,14:31:41.000
75,466523162-1,103,13:39:35.000
83,835192016-9,193,13:31:33.000
33,514111456-2,127,14:07:51.000
89,429084832-X,188,13:15:50.000
37,727986932-7,13,14:05:05.000
67,966610869-0,38,13:22:50.000
40,252980347-1,149,13:36:05.000
52,440148298-0,158,13:20:31.000
7,300533144-X,139,13:58:49.000
13,697487579-7,95,14:40:23.000
94,264220047-7,145,14:40:44.000
64,357560307-3,80,13:27:25.000
4,650727929-3,188,14:31:14.000
88,365483814-6,40,14:10:37.000
99,464244914-0,23,14:35:34.000
2,258158013-5,72,13:46:36.000
7,297484982-2,184,14:49:41.000
37,945755820-0,6,14:20:12.000
35,637235881-6,85,13:29:19.000
53,893606605-6,79,13:52:01.000
25,199059583-9,3,14:23:22.000
54,952761722-7,71,13:38:31.000
43,014157754-1,69,13:28:37.000
6,268689245-5,189,13:37:05.000
61,903273982-4,103,14:35:14.000
79,326546878-X,153,14:14:12.000
62,569397767-6,19,13:56:27.000
33,324576747-1,158,14:16:13.000
74,471335674-3,64,13:35:17.000
77,360237528-5,99,14:53:54.000
46,718335747-3,161,14:36:29.000
87,842697225-X,104,14:15:12.000
99,543643360-X,56,14:07:23.000
76,285873895-5,176,13:56:28.000
57,045506674-4,193,14:45:09.000
95,027627717-1,113,14:11:46.000
9,623645956-8,78,13:16:15.000
2,656633777-6,77,14:44:46.000
60,356616347-3,140,13:52:39.000
18,216146437-X,37,13:55:40.000
54,455805879-9,68,13:15:45.000
40,135579045-X,33,13:06:20.000
89,487028369-7,183,14:19:53.000
50,080370298-1,136,13:25:33.000
59,374167216-5,140,13:28:41.000
13,557744650-3,150,13:41:55.000
57,249469088-9,19,13:04:46.000
37,056197694-5,108,13:00:00.000
45,206888325-2,5,13:24:12.000
93,989186673-4,171,13:02:30.000
17,928580292-3,183,13:16:54.000
88,358724126-0,50,13:29:24.000
41,630866493-6,73,14:15:58.000
3,132883281-3,98,13:06:52.000
91,303525618-7,198,14:05:32.000
98,946440677-1,119,13:03:52.000
50,436021342-5,41,14:24:54.000
12,563614220-X,139,14:51:42.000
100,997419793-7,77,13:07:58.000
18,674487409-8,153,14:51:55.000
54,872445740-X,82,13:17:56.000
40,268489371-3,31,13:43:07.000
49,402547700-9,149,13:56:00.000
8,443248373-3,69,14:16:14.000
67,195216987-9,57,14:34:20.000
14,748087994-6,135,14:48:33.000
93,574151301-8,131,14:26:23.000
84,562265188-3,200,13:29:35.000
41,478078299-6,19,13:20:28.000
90,284898148-2,108,13:11:19.000
63,825491846-5,3,13:46:44.000
10,970864621-0,26,13:09:58.000
92,613643439-3,63,13:19:49.000
24,209330923-8,137,14:25:55.000
20,437585553-3,85,14:50:27.000
19,777641581-2,107,14:40:30.000
39,915708663-X,136,14:30:12.000
60,081364562-X,118,14:13:46.000
69,261174941-8,22,13:45:43.000
27,347538320-9,68,13:03:07.000
58,856851576-2,58,14:33:20.000
69,300091893-0,118,13:29:37.000
2,551713779-2,156,13:23:07.000
7,187801500-1,68,14:35:16.000
8,911710443-2,0,13:55:43.000
42,505119474-5,156,14:57:45.000
82,982809649-8,183,13:56:47.000
68,202264336-4,111,14:13:35.000
74,427145318-8,172,14:15:56.000
81,913813259-1,191,14:50:15.000
6,353136513-4,74,13:28:28.000
10,060236469-8,137,14:49:33.000
52,224059388-1,79,13:20:29.000
24,167829319-9,35,13:19:41.000
41,074289055-4,105,14:15:41.000
50,927986886-1,98,14:31:31.000
16,685842481-4,118,14:38:29.000
86,767587947-3,182,14:12:31.000
47,634386111-4,143,14:46:00.000
16,901510569-3,163,14:19:02.000
34,087488530-2,197,13:04:34.000
47,282562575-2,56,13:33:09.000
9,865384407-4,95,14:53:56.000
71,555922784-6,123,13:30:17.000
34,014144469-X,46,14:50:01.000
14,746097489-7,0,13:07:51.000
50,114560124-3,149,14:18:27.000
87,009265852-0,8,14:37:00.000
43,217997750-6,80,14:44:59.000
21,953023777-4,106,13:40:02.000
25,474889459-8,119,13:47:33.000
18,356954896-1,22,13:15:23.000
26,086798937-8,156,14:53:37.000
56,462554951-5,59,13:14:23.000
59,678952628-5,137,14:56:18.000
71,392702920-3,30,13:10:47.000
100,606719624-7,87,14:09:27.000
83,448778347-X,122,13:41:36.000
25,087809379-6,92,13:54:20.000
30,174119515-2,10,14:25:20.000
31,629870854-5,26,14:07:24.000
7,214491026-X,32,14:00:44.000
67,123566835-5,175,13:32:33.000
59,841470979-6,82,13:43:11.000
93,512846093-2,155,13:04:13.000
55,601061751-0,106,14:37:21.000
86,984519542-3,120,14:03:33.000
28,520139358-6,28,14:07:28.000
22,661679772-4,36,13:40:31.000
71,638413618-X,25,14:42:34.000
76,902919078-7,176,13:56:25.000
80,383531517-X,144,14:16:12.000
45,028453524-9,168,14:55:13.000
39,427297942-6,181,13:32:03.000
14,437119578-4,134,14:43:54.000
11,096186727-2,178,13:45:09.000
87,606152087-5,8,13:42:38.000
27,518942185-6,94,13:51:46.000
99,450702632-6,175,13:57:36.000
2,810648793-8,129,13:49:59.000
35,570825943-4,70,14:48:01.000
89,418190556-X,82,14:18:10.000
96,390682922-7,167,13:53:38.000
60,661273429-9,36,14:48:51.000
27,960131559-4,81,14:15:03.000
77,065532460-7,165,14:12:31.000
45,819595139-2,188,13:39:18.000
79,605927719-5,41,14:46:20.000
40,999698368-4,159,13:22:04.000
97,142763480-7,96,13:40:28.000
27,466381610-X,42,14:06:02.000
55,042363477-1,169,14:55:18.000
37,360129453-2,193,14:30:49.000
63,257496044-0,71,13:00:24.000
96,146094697-9,25,14:42:13.000
48,936759455-0,16,14:48:06.000
57,606940807-1,21,13:45:28.000
88,763960647-0,9,14:01:06.000
1,831110170-1,185,14:58:06.000
99,926560142-6,80,13:48:59.000
47,431194305-9,9,13:46:32.000
67,389282266-2,167,14:47:35.000
83,088369111-6,94,14:09:44.000
31,639890117-7,165,14:55:00.000
50,496824196-8,157,13:36:07.000
99,855778475-9,133,13:14:39.000
21,754614288-1,71,14:44:04.000
82,682370634-1,42,13:25:20.000
85,767399720-7,113,13:06:03.000
19,723214790-2,102,13:15:02.000
76,239230700-8,75,14:01:13.000
66,463180832-2,98,14:31:23.000
66,604571292-7,185,13:50:16.000
11,158942103-5,75,14:25:17.000
45,270552838-5,200,14:19:31.000
84,372139674-X,121,13:26:37.000
16,359609884-X,177,13:15:43.000
45,382475048-1,16,14:35:21.000
23,856058241-X,184,14:51:34.000
67,570942012-3,56,13:41:18.000
16,890656801-0,121,14:36:50.000
80,849074759-8,160,14:11:03.000
96,689694736-5,114,13:36:53.000
51,151772853-3,93,14:06:49.000
3,968855579-7,66,13:39:32.000
29,497336934-9,15,13:22:11.000
37,960268670-7,154,13:30:41.000
47,881202299-5,111,13:27:11.000
95,654933813-1,152,14:32:52.000
84,459691030-8,153,14:42:46.000
5,926486490-3,70,14:07:25.000
55,409959813-6,66,13:55:07.000
23,742312190-8,155,13:50:47.000
20,744268451-3,70,13:42:39.000
5,939949305-9,138,13:38:39.000
95,122766341-2,12,14:02:34.000
35,837196615-6,54,14:18:55.000
81,708165077-5,34,13:37:50.000
93,119772516-4,144,13:13:03.000
69,568770742-5,19,13:45:20.000
50,131429748-1,25,13:39:12.000
98,137674095-8,152,14:48:39.000
60,954112415-1,110,14:39:00.000
33,871550872-2,34,13:55:17.000
54,212198301-5,23,13:13:03.000
44,557135046-6,63,14:08:46.000
28,175635846-X,102,13:35:36.000
18,595320107-9,158,13:14:12.000
20,524394614-1,168,14:19:34.000
11,518813600-7,163,14:24:21.000
59,437368600-9,25,13:48:57.000
87,184223598-2,88,13:42:59.000
72,523676610-9,143,13:52:12.000
49,724376778-8,59,14:49:02.000
81,986715318-9,2,13:16:17.000
27,682142888-3,137,14:19:56.000
34,188887102-4,58,13:55:17.000
100,878927328-1,15,14:44:09.000
67,862993395-X,145,13:00:09.000
44,534671377-8,119,13:12:22.000
71,024387072-8,52,14:51:55.000
24,387641708-2,62,13:57:22.000
20,714460672-7,143,14:50:44.000
89,435494815-X,57,13:28:09.000
69,203366776-6,65,13:25:59.000
61,879303043-6,61,14:32:34.000
65,223232387-0,177,13:35:29.000
52,609773947-8,191,14:54:23.000
43,686068728-2,7,13:49:08.000
79,555118921-X,146,14:30:34.000
42,759603361-X,50,14:28:42.000
76,348841632-1,176,13:02:04.000
90,784879120-3,198,14:30:49.000
20,871897510-0,36,14:25:09.000
59,608247530-5,185,14:58:48.000
16,902537073-X,75,14:51:43.000
49,360770304-3,31,14:05:37.000
90,258779875-2,105,13:31:24.000
97,993746102-2,109,14:25:35.000
57,568582167-0,20,14:12:25.000
3,828457083-1,193,13:32:03.000
64,412773894-4,1,14:05:50.000
16,203012322-6,22,14:52:40.000
47,590883930-2,120,14:44:49.000
22,319672370-4,190,14:54:20.000
21,604714613-9,83,13:54:19.000
82,446797258-7,48,14:56:57.000
66,019875469-8,9,14:06:32.000
12,489435776-3,118,14:47:55.000
62,273909076-5,146,13:23:43.000
36,508839303-2,102,13:33:40.000
32,176826069-9,188,14:06:47.000
100,178392159-5,168,13:25:50.000
16,661727470-9,182,14:35:17.000
9,760977032-9,81,13:26:13.000
66,163374334-9,96,13:58:14.000
75,676563136-4,194,14:16:02.000
83,777309638-4,37,13:40:43.000
86,017693043-4,8,13:27:38.000
51,089222654-4,183,14:21:28.000
89,165396561-4,113,14:10:26.000
86,849647635-9,53,14:44:49.000
63,200173449-2,51,14:04:52.000
56,926131586-0,107,13:47:51.000
97,787374783-2,116,13:20:58.000
7,099998679-1,117,14:34:43.000
44,248400469-9,160,13:21:48.000
28,808450466-5,176,14:08:06.000
73,524952528-8,69,14:22:09.000
79,934103219-9,116,14:55:45.000
18,267908953-7,18,14:45:32.000
75,239055321-4,138,14:48:14.000
15,024580344-0,139,14:54:48.000
59,057809556-4,145,14:19:31.000
94,375434546-X,130,13:16:35.000
50,002602541-8,32,13:58:37.000
67,107638841-8,15,14:41:18.000
75,529451596-2,80,14:29:57.000
31,927293293-9,80,14:55:41.000
8,057091775-1,104,14:35:08.000
9,949753345-4,21,13:19:54.000
85,721552937-1,63,14:53:33.000
38,897001320-2,22,14:42:34.000
3,858905932-4,110,14:25:47.000
85,214739624-9,151,14:19:02.000
18,296916532-5,96,14:29:13.000
95,965141952-0,86,13:28:39.000
58,412954640-6,139,13:18:14.000
33,117625741-2,46,13:50:37.000
96,555967043-X,174,13:50:42.000
91,817789706-3,109,13:05:44.000
25,894244535-7,180,14:30:09.000
21,373068273-3,33,14:09:15.000
14,734824483-1,72,13:12:11.000
69,706578096-1,47,13:18:09.000
71,618231283-1,81,13:20:19.000
39,887539439-3,28,14:07:27.000
88,797483020-4,18,13:29:08.000
34,419193571-2,3,14:22:47.000
88,207128863-7,180,13:15:15.000
22,789279788-2,125,14:21:34.000
3,429803441-0,102,13:11:53.000
78,917662793-4,124,13:23:31.000
1,313085169-0,188,14:10:15.000
68,447692127-2,179,14:33:23.000
81,327098372-7,100,13:47:10.000
8,099555886-8,162,13:33:15.000
90,571605189-8,148,14:00:44.000
66,910254977-8,140,14:51:10.000
32,231495000-3,95,13:41:14.000
100,151438453-1,195,13:04:31.000
93,537819489-X,57,13:14:18.000
10,500159120-1,172,13:13:17.000
43,046313599-7,148,13:35:32.000
65,292018772-4,147,14:07:57.000
36,345898665-0,132,14:30:22.000
3,161921438-5,0,13:35:31.000
5,049801033-3,200,14:33:02.000
92,671785991-1,122,13:36:27.000
76,413404286-0,2,14:10:22.000
39,421642065-6,108,14:07:30.000
31,991496450-8,134,14:06:38.000
49,285406160-8,84,13:20:13.000
37,180112099-4,46,14:41:43.000
1,864903136-6,175,13:32:24.000
45,199981609-9,93,14:29:28.000
48,654192861-4,31,14:50:02.000
64,490125058-2,43,13:58:23.000
32,002840169-7,150,13:41:08.000
68,152963374-5,145,14:10:35.000
6,389985238-9,158,13:02:49.000
55,649564490-6,159,13:47:33.000
61,255220253-5,56,13:51:55.000
2,112537214-1,93,14:11:53.000
15,576701544-9,150,13:22:00.000
71,106969323-5,119,13:49:35.000
51,821158966-4,95,13:46:13.000
67,491480273-2,70,13:56:38.000
58,411330893-4,193,13:52:14.000
73,825658381-9,184,13:25:13.000
70,020565509-2,52,13:35:35.000
97,508169660-9,44,14:07:57.000
56,641477981-4,50,13:38:46.000
90,081582332-0,41,14:42:24.000
70,895431973-4,65,14:49:36.000
83,671541534-X,96,13:29:02.000
34,136542026-4,133,13:06:59.000
8,438874918-4,42,14:30:56.000
75,921759640-X,41,13:56:34.000
91,514135407-5,72,14:14:08.000
26,101395460-2,6,13:27:27.000
29,854291920-3,162,14:33:24.000
5,890230206-7,125,14:11:56.000
81,772166731-3,190,13:52:16.000
61,934742052-2,117,13:30:33.000
67,011223006-7,91,14:23:22.000
75,454735593-2,36,13:57:35.000
77,051186772-7,12,14:03:13.000
57,366854976-1,102,13:20:00.000
55,827496185-4,103,14:35:52.000
47,760975910-4,169,14:01:39.000
42,512377170-0,82,14:21:19.000
66,021783708-5,95,13:59:28.000
62,734431637-4,189,14:54:55.000
57,543351784-5,25,14:24:34.000
52,876218189-0,24,14:15:24.000
33,733375837-0,195,13:24:03.000
57,747622436-1,40,14:52:33.000
33,832118246-1,69,13:48:32.000
52,191595643-9,22,13:29:56.000
14,124831428-X,54,14:52:58.000
97,940298859-9,60,13:26:39.000
74,756357461-1,84,14:22:48.000
14,973033970-8,18,13:16:07.000
24,027153567-9,124,14:38:45.000
47,884398526-4,33,14:25:57.000
5,305608210-2,70,14:23:38.000
42,421237466-8,177,14:38:56.000
27,464989968-0,130,13:53:45.000
41,740017072-4,15,13:22:42.000
36,421040817-4,23,14:00:20.000
17,597294385-9,190,14:52:10.000
93,113886682-2,11,13:01:41.000
80,962767316-1,50,13:08:15.000
18,093421560-X,103,14:42:38.000
10,874288807-7,118,13:38:59.000
95,615675434-2,159,14:15:37.000
84,638978077-X,143,13:13:25.000
54,012900623-8,106,14:52:59.000
89,707643087-8,164,13:30:45.000
62,428906661-5,11,14:33:48.000
99,218141315-0,148,14:44:49.000
52,212300634-3,155,13:11:17.000
97,567655004-X,172,14:58:40.000
70,162831236-X,134,13:53:31.000
47,173718800-7,13,14:28:02.000
21,117460009-8,147,14:01:55.000
32,378092397-1,26,14:00:15.000
58,960896154-8,130,14:52:28.000
67,608560408-4,56,13:52:42.000
40,096986013-7,56,13:46:07.000
67,291957268-7,184,13:20:00.000
78,150204122-7,147,13:54:46.000
83,839249098-3,34,14:54:22.000
87,614944746-4,151,13:35:47.000
76,919062855-1,161,14:48:24.000
31,681543381-1,63,13:18:00.000
65,753724848-6,86,14:49:50.000
55,637755472-9,7,14:26:33.000
78,125044986-3,87,13:14:50.000
14,527008146-6,120,14:41:41.000
23,678078506-7,54,13:45:37.000
52,752349780-2,188,14:54:55.000
4,236564156-3,183,13:47:21.000
60,563019683-9,23,14:11:38.000
62,381656601-4,102,14:48:35.000
73,134883888-4,48,14:35:56.000
3,537643918-6,174,13:55:52.000
93,166095893-8,5,13:19:50.000
75,202609388-1,52,14:17:24.000
63,194829180-0,117,13:13:04.000
89,497028565-9,81,14:27:48.000
15,980597034-5,54,13:05:33.000
32,328799977-X,197,14:45:44.000
89,083282752-5,3,14:27:46.000
55,268769967-5,87,14:20:19.000
64,306533123-3,22,14:50:56.000
36,138472323-4,70,14:35:05.000
12,247521403-1,118,14:23:57.000
6,732110402-8,31,13:51:28.000
31,094055501-8,162,13:13:29.000
37,594192694-4,67,14:28:48.000
64,998573898-5,89,13:08:39.000
3,683303795-7,75,13:41:47.000
14,862210827-9,110,13:18:53.000
76,385568083-3,97,13:44:54.000
43,327338919-2,190,14:18:06.000
59,635221907-1,66,13:35:18.000
50,368770267-7,131,13:57:26.000
30,135545626-6,188,14:18:42.000
10,862184727-2,34,14:36:46.000
82,697239601-8,20,13:23:17.000
87,098164328-0,93,13:59:23.000
41,667240654-9,127,14:00:28.000
81,476618894-2,21,14:26:37.000
90,008462210-5,30,14:54:57.000
39,782933950-3,23,14:58:24.000
4,650264917-3,67,14:31:04.000
58,066794269-6,57,14:10:41.000
91,229421592-3,70,13:15:58.000
83,192083811-2,2,14:27:00.000
9,331333868-2,58,13:39:46.000
8,137753650-5,159,14:30:12.000
88,158600769-6,122,14:18:46.000
77,485553483-8,39,14:14:04.000
96,098583867-1,146,14:52:12.000
65,234655486-3,155,13:06:38.000
36,022826754-4,100,14:40:10.000
40,187972647-5,151,14:55:42.000
3,156319998-X,37,13:36:29.000
78,506004753-9,172,14:38:22.000
37,275511388-X,9,14:07:53.000
2,260498555-1,49,13:44:04.000
32,759995632-8,168,14:02:07.000
86,153825302-X,89,13:32:34.000
22,827023279-3,172,14:46:05.000
95,603801591-4,95,13:26:52.000
67,132547970-5,157,14:16:48.000
72,103267471-7,102,13:39:46.000
79,070038532-0,30,13:51:14.000
23,908234974-4,82,14:47:10.000
8,264841176-3,155,13:17:01.000
4,302356858-8,145,13:42:32.000
30,792267429-5,172,14:42:51.000
77,090484240-1,85,14:33:06.000
47,250268891-4,3,13:47:13.000
7,729033993-2,75,13:07:48.000
74,739627666-7,78,13:58:06.000
77,670795658-2,125,14:43:17.000
43,304714592-X,198,14:04:45.000
37,285765058-2,172,14:52:52.000
49,313994530-2,86,14:56:35.000
74,489144929-2,30,14:24:04.000
32,427793453-6,16,14:13:23.000
20,687768680-2,75,14:25:56.000
36,822773147-3,97,13:51:27.000
12,254648537-7,133,13:26:43.000
90,765067610-2,200,13:34:01.000
8,994060692-3,155,14:33:34.000
23,201591433-1,106,13:59:06.000
14,193411858-3,15,14:35:50.000
67,926452981-0,79,14:53:40.000
66,748516819-3,146,14:06:22.000
64,516213841-X,191,14:35:07.000
8,624178632-6,194,13:48:59.000
41,861468261-1,105,13:27:35.000
65,229490881-3,30,14:05:26.000
56,818057146-7,77,13:10:05.000
57,950180262-0,18,13:40:47.000
27,660719170-3,179,14:54:01.000
2,319698521-0,142,13:08:14.000
65,792421667-7,66,13:09:01.000
52,517201852-2,109,13:46:44.000
42,461675082-3,165,14:40:41.000
73,948041626-3,61,13:46:03.000
31,102599220-2,159,13:42:53.000
41,086786653-5,171,13:56:45.000
43,126649100-7,178,13:51:03.000
80,648395699-1,91,13:32:53.000
57,847166093-8,85,13:52:31.000
78,545546059-5,175,14:06:36.000
76,132620638-9,174,14:28:48.000
6,972700640-X,50,13:26:18.000
74,893668874-X,167,14:43:40.000
3,450921624-6,189,14:50:35.000
51,911955066-9,30,13:52:06.000
39,671742329-3,156,13:02:05.000
46,289028250-3,37,14:24:32.000
84,798345772-3,178,13:47:03.000
34,550055798-X,91,14:17:08.000
70,769876419-2,158,14:18:39.000
13,826877026-0,181,14:21:03.000
45,547915826-0,83,14:52:29.000
97,812154823-3,184,13:28:37.000
71,134733553-6,134,14:06:30.000
58,927279995-3,156,13:27:55.000
38,801153491-2,34,13:23:47.000
98,971539168-0,87,13:50:01.000
33,036708256-X,178,13:08:10.000
5,321411003-9,120,13:40:56.000
40,793122195-8,51,14:14:55.000
79,115543563-X,108,13:28:39.000
